0,4,1105.90,468.59,1182.49,527.62,0.1388,1.8,1.01,2.21,10.16,1.83,40.15,-3.05,-10.00
0,4,541.12,480.01,645.99,544.22,0.1217,1.4,0.94,2.30,-5.27,1.67,28.39,-0.18,-10.00
0,4,552.50,495.76,656.97,556.24,0.1158,1.4,0.90,2.20,-5.13,1.98,29.04,0.21,-10.00
0,4,-1.00,-1.00,-1.00,-1.00,0.1112,1.4,0.84,2.32,31.16,0.17,-17.67,-0.12,-10.00
0,4,629.27,468.77,711.98,529.81,0.1072,1.6,0.87,2.08,-4.21,1.61,33.91,0.10,-10.00
0,4,-1.00,-1.00,-1.00,-1.00,0.1045,1.3,0.64,1.97,9.27,1.20,-17.75,-1.60,-10.00
1,4,-1.00,-1.00,-1.00,-1.00,0.2467,1.4,0.74,2.13,-15.60,0.35,5.30,1.72,-10.00
1,4,-1.00,-1.00,-1.00,-1.00,0.1314,1.4,0.84,2.01,2.92,0.71,-26.65,-2.99,-10.00
1,4,-1.00,-1.00,-1.00,-1.00,0.1283,1.3,0.74,2.03,20.43,0.81,-11.59,0.01,-10.00
1,4,-1.00,-1.00,-1.00,-1.00,0.1234,1.5,0.96,2.26,-25.28,-0.27,0.98,-1.55,-10.00
1,4,1250.85,490.04,1307.41,537.75,0.1096,1.3,0.78,2.15,12.95,1.94,35.91,-1.59,-10.00
2,4,-1.00,-1.00,-1.00,-1.00,0.1439,1.4,0.69,1.96,-25.38,2.43,2.48,1.59,-10.00
2,4,-1.00,-1.00,-1.00,-1.00,0.1345,1.8,0.96,2.49,-24.98,0.13,-2.74,-1.48,-10.00
2,4,-1.00,-1.00,-1.00,-1.00,0.1223,1.3,0.87,2.14,17.06,0.65,-21.67,2.94,-10.00
2,4,-1.00,-1.00,-1.00,-1.00,0.1189,1.3,0.68,1.80,21.47,1.35,4.38,-3.12,-10.00
2,4,-1.00,-1.00,-1.00,-1.00,0.1097,1.3,0.69,1.92,24.59,0.69,1.54,-2.87,-10.00
2,4,-1.00,-1.00,-1.00,-1.00,0.1029,1.5,0.81,2.64,-16.41,0.84,8.38,-0.07,-10.00
3,4,859.92,466.25,913.76,519.94,0.1790,1.5,0.74,2.20,1.74,1.44,36.54,-1.93,-10.00
3,4,-1.00,-1.00,-1.00,-1.00,0.1495,1.3,0.67,2.18,-8.61,1.08,-10.11,1.58,-10.00
3,4,-1.00,-1.00,-1.00,-1.00,0.1404,1.2,0.78,2.17,8.15,0.60,-30.71,2.64,-10.00
3,4,-1.00,-1.00,-1.00,-1.00,0.1388,1.5,0.80,2.24,-16.92,-2.12,-35.66,-0.95,-10.00
3,4,-1.00,-1.00,-1.00,-1.00,0.1303,1.2,0.67,2.14,4.79,-0.75,-38.93,2.68,-10.00
3,4,-1.00,-1.00,-1.00,-1.00,0.1242,1.3,0.64,2.03,-15.03,1.49,-7.71,-1.62,-10.00
3,4,-1.00,-1.00,-1.00,-1.00,0.1014,1.4,0.76,2.23,7.85,0.60,-36.22,-2.12,-10.00
4,4,-1.00,-1.00,-1.00,-1.00,0.3100,1.5,0.78,2.26,-27.73,0.90,1.02,-1.40,-10.00
4,4,-1.00,-1.00,-1.00,-1.00,0.2982,1.3,0.65,1.91,-23.99,0.82,2.96,-0.41,-10.00
4,4,-1.00,-1.00,-1.00,-1.00,0.2876,1.3,0.70,2.17,36.94,0.08,-11.31,-0.20,-10.00
4,4,1212.65,476.59,1253.22,519.97,0.1535,1.3,0.76,2.11,13.01,1.58,40.17,-1.48,-10.00
4,4,1262.11,481.23,1305.58,535.76,0.1501,1.3,0.78,2.03,11.40,1.64,31.30,-1.32,-10.00
