0,6,-1.00,-1.00,-1.00,-1.00,0.2106,4.1,3.15,14.52,24.25,-1.37,-48.27,-1.59,-10.00
0,6,0.00,395.90,284.67,511.95,0.1814,3.2,2.82,10.65,-22.56,1.21,38.60,-3.06,-10.00
0,6,-1.00,-1.00,-1.00,-1.00,0.1807,4.0,2.93,15.44,-40.40,2.02,12.26,0.12,-10.00
0,6,-1.00,-1.00,-1.00,-1.00,0.1457,4.3,4.10,16.89,-33.93,1.19,21.39,-1.51,-10.00
0,6,-1.00,-1.00,-1.00,-1.00,0.1314,3.7,2.53,11.00,-32.84,0.70,-8.16,-1.54,-10.00
0,6,1431.98,398.91,1600.00,518.26,0.1198,4.0,2.99,13.29,28.83,1.85,51.19,1.68,-10.00
0,6,-1.00,-1.00,-1.00,-1.00,0.1097,4.1,3.08,16.32,-38.99,2.29,14.20,0.31,-10.00
0,6,-1.00,-1.00,-1.00,-1.00,0.1011,4.1,3.01,16.64,-39.22,1.91,9.98,3.00,-10.00
0,6,-1.00,-1.00,-1.00,-1.00,0.1009,3.9,2.73,12.19,-27.47,0.91,-1.62,1.60,-10.00
1,6,-1.00,-1.00,-1.00,-1.00,0.2744,4.3,2.98,15.18,24.80,0.05,-53.53,-1.58,-10.00
1,6,-1.00,-1.00,-1.00,-1.00,0.2424,3.9,2.72,13.44,-32.61,1.38,1.89,-1.61,-10.00
1,6,-1.00,-1.00,-1.00,-1.00,0.2072,4.2,3.77,16.08,-33.65,1.39,25.38,-1.54,-10.00
1,6,-1.00,-1.00,-1.00,-1.00,0.1706,4.2,3.24,15.05,15.67,1.15,-49.05,2.84,-10.00
1,6,-1.00,-1.00,-1.00,-1.00,0.1575,1.2,1.31,1.73,9.08,1.49,-16.75,0.30,-10.00
1,6,905.51,402.48,1523.18,569.26,0.1547,4.2,3.02,15.62,10.07,2.56,33.72,3.13,-10.00
1,6,-1.00,-1.00,-1.00,-1.00,0.1373,4.2,3.09,14.98,-33.13,1.65,31.93,-0.04,-10.00
1,6,-1.00,-1.00,-1.00,-1.00,0.1246,4.0,2.94,16.67,-39.36,1.77,18.32,-0.02,-10.00
1,6,-1.00,-1.00,-1.00,-1.00,0.1132,1.6,1.39,1.81,7.80,1.63,-16.87,-2.93,-10.00
1,6,289.20,426.68,648.37,539.09,0.1128,3.7,2.80,11.56,-11.96,2.32,43.02,3.00,-10.00
1,6,1008.77,417.13,1448.16,538.15,0.1065,4.2,3.07,15.31,14.71,2.49,47.00,-3.08,-10.00
1,6,-1.00,-1.00,-1.00,-1.00,0.1027,4.3,3.18,15.24,30.42,0.83,-48.83,3.09,-10.00
1,6,0.00,373.46,311.31,529.48,0.1019,4.1,3.03,14.23,-22.55,1.65,36.51,-3.02,-10.00
2,6,-1.00,-1.00,-1.00,-1.00,0.3035,3.9,2.76,13.01,-33.01,1.07,0.09,-1.55,-10.00
2,6,-1.00,-1.00,-1.00,-1.00,0.1954,4.1,3.25,14.08,-33.69,1.32,16.32,1.61,-10.00
