0,2,-1.00,-1.00,-1.00,-1.00,0.9540,1.6,1.81,4.46,0.19,1.34,-9.84,-1.58,-10.00
0,2,1128.54,445.27,1321.54,582.46,0.9162,1.6,1.86,4.44,5.71,1.12,17.30,-1.11,-10.00
0,2,1405.21,409.20,1600.00,513.35,0.8400,1.6,1.88,4.44,12.63,0.36,22.10,2.69,-10.00
0,2,0.00,408.98,118.59,477.98,0.2719,1.7,1.92,4.51,-22.72,-0.46,36.15,-0.87,-10.00
0,2,-1.00,-1.00,-1.00,-1.00,0.2030,2.0,2.13,5.03,19.24,-0.30,26.04,-0.46,-10.00
0,2,0.00,390.84,64.32,455.95,0.1841,1.7,1.98,4.56,-26.57,-1.23,39.94,2.39,-10.00
0,2,521.84,462.17,692.69,527.86,0.1434,1.6,1.91,4.40,-5.51,0.92,33.14,0.66,-10.00
0,2,0.00,484.26,290.49,621.40,0.1270,1.6,1.89,4.37,-9.19,1.53,15.90,-3.11,-10.00
0,2,568.21,455.31,644.43,516.04,0.1232,1.7,1.87,4.51,-6.38,0.73,38.13,1.32,-10.00
1,2,-1.00,-1.00,-1.00,-1.00,0.9397,1.7,1.81,4.33,0.30,1.26,-10.02,-1.58,-10.00
1,2,1156.36,421.19,1330.97,553.32,0.8960,1.7,1.89,4.54,6.57,0.86,19.14,-1.11,-10.00
1,2,1398.41,416.37,1600.00,518.11,0.8173,1.6,1.83,4.28,12.15,0.44,21.48,2.69,-10.00
1,2,-1.00,-1.00,-1.00,-1.00,0.3896,1.9,2.08,4.89,18.64,-0.45,25.41,2.65,-10.00
1,2,0.00,399.24,4.43,480.56,0.3457,2.1,2.10,5.10,-27.71,-0.41,38.09,-0.95,-10.00
1,2,-1.00,-1.00,-1.00,-1.00,0.3216,1.6,1.82,4.28,-25.12,-0.24,35.09,-2.43,-10.00
1,2,527.89,456.02,683.13,514.15,0.3111,1.6,1.86,4.39,-6.10,0.65,37.10,2.22,-10.00
1,2,-1.00,-1.00,-1.00,-1.00,0.2484,1.6,1.83,4.40,3.71,1.14,-17.22,-1.74,-10.00
1,2,0.00,412.91,66.00,477.52,0.2382,1.6,1.88,4.43,-23.42,-0.47,36.74,-2.33,-10.00
1,2,498.96,458.90,658.80,514.18,0.2343,1.6,1.91,4.49,-7.28,0.68,39.09,2.42,-10.00
1,2,700.36,439.35,769.24,499.69,0.1844,1.6,1.89,4.42,-2.45,0.21,37.23,-1.66,-10.00
1,2,620.48,447.23,746.98,506.71,0.1793,1.6,1.88,4.40,-3.91,0.43,36.70,1.01,-10.00
1,2,-1.00,-1.00,-1.00,-1.00,0.1577,1.7,1.91,4.42,-31.64,-1.48,41.63,3.02,-10.00
1,2,-1.00,-1.00,-1.00,-1.00,0.1418,1.7,1.95,4.51,27.80,-1.16,29.06,2.99,-10.00
1,2,1111.08,437.50,1210.38,490.16,0.1271,1.8,1.91,4.50,12.80,-0.10,47.35,1.42,-10.00
1,2,463.36,455.43,614.72,509.89,0.1228,1.6,1.87,4.34,-8.87,0.57,40.66,2.50,-10.00
1,2,786.90,434.50,895.59,497.66,0.1136,1.6,1.91,4.41,0.80,0.14,36.37,-1.26,-10.00
1,2,-1.00,-1.00,-1.00,-1.00,0.1104,1.6,1.85,4.29,-26.84,0.33,33.19,-2.30,-10.00
1,2,1492.24,387.08,1600.00,479.55,0.1089,1.6,1.93,4.33,16.49,-0.31,25.93,1.09,-10.00
1,2,759.17,439.13,833.86,501.87,0.1018,1.6,1.86,4.45,-0.50,0.27,36.36,1.62,-10.00
2,2,-1.00,-1.00,-1.00,-1.00,0.9296,1.7,1.83,4.31,0.36,1.27,-10.21,-1.59,-10.00
2,2,1193.63,438.67,1376.75,548.73,0.8542,1.6,1.87,4.48,7.82,0.88,20.84,-0.99,-10.00
2,2,1409.52,420.21,1600.00,526.43,0.8401,1.6,1.87,4.42,12.02,0.56,20.85,2.62,-10.00
2,2,-1.00,-1.00,-1.00,-1.00,0.6025,2.1,2.12,5.12,18.41,-0.39,24.84,2.61,-10.00
2,2,-1.00,-1.00,-1.00,-1.00,0.4712,1.7,1.94,4.49,27.10,-0.84,29.12,2.57,-10.00
2,2,511.81,463.96,585.24,525.78,0.3373,1.6,1.92,4.52,-7.62,0.96,36.34,1.39,-10.00
2,2,325.01,471.86,469.06,522.81,0.2024,1.6,1.87,4.44,-14.02,1.04,42.61,-1.03,-10.00
2,2,1317.16,438.08,1424.35,493.41,0.1783,1.6,1.91,4.40,18.40,0.02,41.93,-0.82,-10.00
2,2,414.17,448.89,566.92,507.05,0.1597,1.7,1.87,4.42,-10.04,0.46,39.33,2.19,-10.00
2,2,760.05,436.84,844.00,503.30,0.1482,1.7,1.91,4.48,-0.47,0.31,35.98,-1.69,-10.00
2,2,292.47,473.06,441.59,521.50,0.1403,1.6,1.93,4.55,-15.54,1.02,43.87,-0.54,-10.00
2,2,-1.00,-1.00,-1.00,-1.00,0.1330,1.9,2.00,4.61,-29.76,-0.52,36.39,-2.50,-10.00
2,2,-1.00,-1.00,-1.00,-1.00,0.1260,1.5,1.82,4.38,9.27,0.45,-31.58,-1.75,-10.00
2,2,-1.00,-1.00,-1.00,-1.00,0.1194,1.6,1.87,4.39,-25.99,1.56,26.66,0.66,-10.00
2,2,-1.00,-1.00,-1.00,-1.00,0.1104,1.6,1.84,4.40,4.50,-1.44,-46.63,1.34,-10.00
