0,7,-1.00,-1.00,-1.00,-1.00,0.9435,3.2,2.67,7.74,0.12,1.27,-9.43,-1.59,-10.00
0,7,-1.00,-1.00,-1.00,-1.00,0.8558,2.0,2.27,6.17,-4.93,1.56,1.54,1.71,-10.00
0,7,1048.53,459.75,1273.01,545.82,0.3640,2.1,2.21,5.82,8.79,2.02,33.59,1.01,-10.00
0,7,-1.00,-1.00,-1.00,-1.00,0.1531,2.3,2.26,5.59,-23.81,2.72,26.49,-2.18,-10.00
0,7,-1.00,-1.00,-1.00,-1.00,0.1447,2.1,2.34,5.73,19.15,0.52,-9.42,1.56,-10.00
0,7,-1.00,-1.00,-1.00,-1.00,0.1377,2.0,2.13,5.47,11.17,0.91,-13.43,2.63,-10.00
0,7,-1.00,-1.00,-1.00,-1.00,0.1233,4.0,3.16,9.81,-40.28,1.94,44.49,-2.20,-10.00
0,7,-1.00,-1.00,-1.00,-1.00,0.1207,2.0,2.30,6.31,11.35,1.92,-39.59,-1.66,-10.00
0,7,378.40,462.67,580.26,531.23,0.1159,2.1,2.24,6.06,-11.39,1.99,41.21,2.67,-10.00
0,7,-1.00,-1.00,-1.00,-1.00,0.1140,2.1,2.29,5.86,13.29,1.17,-38.41,-3.08,-10.00
0,7,-1.00,-1.00,-1.00,-1.00,0.1140,2.4,2.32,5.84,19.32,1.30,5.88,1.51,-10.00
0,7,-1.00,-1.00,-1.00,-1.00,0.1130,2.5,2.28,5.91,12.12,0.43,-52.20,-1.62,-10.00
0,7,-1.00,-1.00,-1.00,-1.00,0.1120,2.1,2.34,5.70,19.50,0.92,-3.38,1.58,-10.00
0,7,-1.00,-1.00,-1.00,-1.00,0.1115,2.6,2.53,6.30,20.32,0.11,-53.24,-1.65,-10.00
0,7,453.46,422.47,635.06,508.62,0.1094,3.1,2.68,6.55,-11.24,1.49,50.11,2.57,-10.00
0,7,-1.00,-1.00,-1.00,-1.00,0.1086,1.9,2.13,5.22,-38.52,1.60,-24.12,2.54,-10.00
0,7,-1.00,-1.00,-1.00,-1.00,0.1064,3.4,2.87,8.79,19.52,1.32,14.60,-1.81,-10.00
0,7,1034.91,480.98,1190.70,534.78,0.1043,2.0,2.19,5.38,10.92,2.45,47.89,2.86,-10.00
1,7,-1.00,-1.00,-1.00,-1.00,0.9122,3.2,2.61,6.96,-0.11,1.29,-9.03,-1.47,-10.00
1,7,-1.00,-1.00,-1.00,-1.00,0.7143,2.1,2.26,6.30,-5.15,1.49,-2.13,1.71,-10.00
1,7,-1.00,-1.00,-1.00,-1.00,0.3649,3.4,2.99,8.43,-20.89,1.72,-17.56,1.05,-10.00
1,7,-1.00,-1.00,-1.00,-1.00,0.2712,2.0,2.39,5.62,20.07,0.73,2.66,1.52,-10.00
1,7,-1.00,-1.00,-1.00,-1.00,0.1909,1.9,2.05,5.39,10.54,1.09,-11.78,-0.43,-10.00
1,7,-1.00,-1.00,-1.00,-1.00,0.1669,2.2,2.31,5.93,-24.88,3.22,25.85,1.16,-10.00
1,7,-1.00,-1.00,-1.00,-1.00,0.1602,1.9,2.10,5.40,14.51,1.40,-41.25,0.29,-10.00
1,7,-1.00,-1.00,-1.00,-1.00,0.1589,1.9,2.12,5.44,-35.29,2.01,-16.63,2.60,-10.00
1,7,714.70,379.29,1108.41,569.19,0.1524,3.4,2.72,7.90,1.87,1.94,25.85,-0.53,-10.00
1,7,535.80,420.99,698.24,523.95,0.1371,3.7,3.03,8.43,-8.34,2.15,51.25,1.88,-10.00
1,7,-1.00,-1.00,-1.00,-1.00,0.1293,2.3,2.22,5.46,-22.32,3.18,26.84,-2.06,-10.00
1,7,1012.98,477.35,1195.33,555.19,0.1209,2.8,2.68,7.37,10.75,3.31,49.39,1.04,-10.00
1,7,-1.00,-1.00,-1.00,-1.00,0.1106,2.0,2.12,5.31,9.88,1.11,-15.43,-0.62,-10.00
1,7,-1.00,-1.00,-1.00,-1.00,0.1060,2.0,2.33,5.59,19.55,0.75,-0.93,1.44,-10.00
1,7,-1.00,-1.00,-1.00,-1.00,0.1030,1.9,2.15,5.57,-44.57,2.44,1.10,1.20,-10.00
1,7,-1.00,-1.00,-1.00,-1.00,0.1027,2.0,2.24,5.51,17.18,1.06,10.65,1.74,-10.00
1,7,-1.00,-1.00,-1.00,-1.00,0.1024,2.0,2.12,5.42,9.49,1.22,-47.20,2.58,-10.00
1,7,-1.00,-1.00,-1.00,-1.00,0.1009,2.5,2.51,6.22,29.57,-0.70,-10.21,1.90,-10.00
2,7,-1.00,-1.00,-1.00,-1.00,0.8601,3.4,2.69,7.24,-0.84,1.31,-9.80,-1.42,-10.00
2,7,-1.00,-1.00,-1.00,-1.00,0.5398,2.1,2.21,6.07,-5.76,1.42,-5.85,1.72,-10.00
2,7,-1.00,-1.00,-1.00,-1.00,0.3005,2.6,2.49,6.96,-22.29,3.36,27.29,1.13,-10.00
2,7,170.45,402.96,311.59,568.45,0.2851,4.1,3.15,10.99,-16.95,2.73,36.47,-2.00,-10.00
2,7,-1.00,-1.00,-1.00,-1.00,0.2470,1.9,2.30,5.55,20.07,0.64,-0.30,1.57,-10.00
2,7,276.77,416.48,576.18,531.25,0.1739,3.7,2.96,9.62,-13.94,2.12,44.08,-0.50,-10.00
2,7,647.24,423.50,874.81,524.58,0.1665,3.7,2.96,8.64,-2.57,2.15,50.14,2.65,-10.00
2,7,-1.00,-1.00,-1.00,-1.00,0.1601,3.9,2.96,7.40,-42.52,2.30,32.02,-0.53,-10.00
2,7,1294.32,457.40,1563.64,548.55,0.1566,1.9,2.07,5.45,13.81,1.81,29.17,1.10,-10.00
2,7,-1.00,-1.00,-1.00,-1.00,0.1461,2.0,2.21,5.64,18.99,0.44,-11.36,1.71,-10.00
2,7,0.00,505.47,22.35,623.57,0.1455,2.3,2.32,6.08,-19.60,3.18,27.73,1.11,-10.00
2,7,-1.00,-1.00,-1.00,-1.00,0.1337,2.0,2.07,5.20,8.78,0.90,-17.21,-0.46,-10.00
2,7,-1.00,-1.00,-1.00,-1.00,0.1303,2.1,2.13,5.30,-35.29,0.46,-36.75,1.18,-10.00
2,7,-1.00,-1.00,-1.00,-1.00,0.1299,1.9,2.06,5.35,-34.01,2.40,8.75,1.31,-10.00
2,7,892.41,450.15,993.06,508.66,0.1237,1.9,2.06,5.61,4.17,1.35,46.06,-1.79,-10.00
