0,1,828.72,460.53,849.61,513.29,0.1988,1.7,0.64,0.69,0.75,0.71,41.47,-1.50,-10.00
0,1,592.51,457.23,642.13,567.96,0.1850,1.8,0.68,0.61,-3.24,1.23,20.64,0.13,-10.00
0,1,839.15,472.58,859.47,527.23,0.1701,1.7,0.61,0.62,1.04,1.12,39.91,1.62,-10.00
0,1,757.68,473.98,782.93,536.16,0.1558,1.7,0.64,0.66,-1.28,1.24,35.37,-1.52,-10.00
0,1,-1.00,-1.00,-1.00,-1.00,0.1543,1.4,0.63,0.69,-13.01,0.90,11.01,1.60,-10.00
0,1,1464.79,484.23,1494.57,542.90,0.1483,1.7,0.60,0.63,19.57,1.51,37.37,1.73,-10.00
0,1,814.90,467.64,836.05,523.21,0.1187,1.7,0.64,0.60,0.29,0.99,39.89,1.60,-10.00
0,1,-1.00,-1.00,-1.00,-1.00,0.1184,1.8,0.68,0.61,36.66,1.76,3.65,-1.43,-10.00
0,1,-1.00,-1.00,-1.00,-1.00,0.1077,1.8,0.61,0.62,19.20,1.26,29.06,-1.61,-10.00
0,1,-1.00,-1.00,-1.00,-1.00,0.1072,1.8,0.58,0.52,16.59,1.68,16.91,-1.58,-10.00
0,1,1492.41,478.94,1520.96,536.66,0.1040,1.7,0.57,0.56,20.33,1.32,37.30,-1.45,-10.00
1,1,750.30,460.60,773.13,526.47,0.4313,1.8,0.65,0.59,-1.53,0.97,35.49,3.05,-10.00
1,1,715.78,459.92,746.09,523.94,0.4077,1.8,0.67,0.54,-2.39,0.91,35.51,1.07,-10.00
1,1,424.38,467.19,496.93,581.40,0.3329,1.4,0.69,0.72,-4.45,1.11,15.90,-0.03,-10.00
1,1,743.94,458.55,765.60,522.02,0.3043,1.8,0.68,0.60,-1.80,0.89,36.96,-0.07,-10.00
1,1,485.78,440.31,513.11,504.21,0.2923,1.7,0.63,0.66,-8.79,0.35,35.13,1.46,-10.00
1,1,1463.06,478.30,1493.91,541.39,0.2856,1.7,0.56,0.59,18.08,1.35,34.58,-1.49,-10.00
1,1,-1.00,-1.00,-1.00,-1.00,0.2807,1.2,0.67,0.65,-13.47,0.76,3.41,-0.06,-10.00
1,1,1447.80,482.65,1478.12,544.42,0.2479,1.7,0.57,0.62,18.45,1.50,36.13,-1.48,-10.00
1,1,1431.44,478.13,1463.50,541.96,0.2343,1.7,0.59,0.62,17.28,1.37,34.67,-1.51,-10.00
1,1,-1.00,-1.00,-1.00,-1.00,0.1346,1.3,0.62,0.64,-13.69,0.80,5.49,-0.07,-10.00
2,1,1398.99,477.66,1434.00,546.09,0.4959,1.7,0.62,0.67,15.45,1.39,32.60,-1.47,-10.00
2,1,631.31,452.88,654.53,525.07,0.4360,1.8,0.65,0.54,-4.36,0.84,31.87,-0.17,-10.00
2,1,660.81,452.20,689.97,524.78,0.3975,1.8,0.65,0.57,-3.54,0.83,31.81,-3.02,-10.00
2,1,205.07,471.23,315.19,614.91,0.3694,1.3,0.74,0.72,-5.30,1.15,12.11,-0.03,-10.00
2,1,656.80,448.84,685.02,519.83,0.2832,1.8,0.72,0.60,-3.80,0.74,33.14,0.06,-10.00
2,1,556.05,444.02,588.53,528.48,0.2689,1.8,0.63,0.60,-5.19,0.78,26.95,-0.09,-10.00
2,1,1415.32,480.40,1447.60,547.17,0.2673,1.8,0.60,0.63,16.44,1.48,33.86,-1.44,-10.00
2,1,1433.10,478.41,1467.88,547.48,0.2571,1.7,0.61,0.61,16.25,1.42,32.47,-1.48,-10.00
2,1,366.76,408.18,401.06,481.56,0.1787,1.8,0.56,0.56,-10.60,-0.25,31.05,0.22,-10.00
2,1,-1.00,-1.00,-1.00,-1.00,0.1457,1.8,0.64,0.64,27.37,2.00,0.95,0.09,-10.00
2,1,324.24,504.54,410.56,588.15,0.1456,0.96,0.69,0.73,-5.32,1.12,15.05,0.09,-10.00
2,1,1040.45,479.88,1060.51,523.90,0.1295,1.7,0.60,0.63,9.16,1.26,49.53,-0.08,-10.00
2,1,-1.00,-1.00,-1.00,-1.00,0.1154,1.8,0.58,0.54,21.03,2.45,-27.49,-0.15,-10.00
3,1,550.26,439.75,589.12,524.38,0.4628,1.8,0.70,0.60,-5.35,0.71,27.53,-2.97,-10.00
3,1,1366.75,470.83,1402.14,544.52,0.4405,1.7,0.62,0.67,13.50,1.25,30.10,-1.40,-10.00
3,1,-1.00,-1.00,-1.00,-1.00,0.4358,1.4,0.77,0.79,-6.04,1.09,7.84,-0.14,-10.00
3,1,515.48,436.76,544.52,521.11,0.4281,1.8,0.68,0.59,-6.20,0.64,27.42,-0.22,-10.00
3,1,1409.06,467.83,1445.51,542.60,0.3337,1.7,0.62,0.63,14.40,1.19,29.85,-1.41,-10.00
3,1,201.50,391.20,252.84,480.31,0.3064,1.8,0.67,0.67,-12.18,-0.24,26.20,0.46,-10.00
3,1,1390.89,474.32,1422.97,545.26,0.2952,1.7,0.62,0.65,14.60,1.32,31.32,-1.30,-10.00
3,1,545.21,442.72,580.63,522.13,0.2666,1.8,0.71,0.59,-5.79,0.70,28.98,1.50,-10.00
3,1,423.47,435.65,465.15,537.35,0.2600,1.8,0.68,0.60,-6.61,0.81,22.53,-0.14,-10.00
3,1,563.79,444.99,607.27,523.30,0.1852,1.8,0.72,0.64,-5.28,0.72,29.00,0.59,-10.00
3,1,990.68,449.18,1012.71,498.10,0.1469,1.8,0.70,0.75,6.75,0.23,46.14,0.09,-10.00
3,1,1446.76,465.22,1483.88,540.09,0.1343,1.8,0.62,0.57,15.49,1.15,30.23,-1.47,-10.00
3,1,-1.00,-1.00,-1.00,-1.00,0.1228,1.2,0.64,0.70,-13.56,0.46,-5.68,-0.11,-10.00
3,1,-1.00,-1.00,-1.00,-1.00,0.1120,1.8,0.60,0.60,24.48,2.48,-35.14,1.53,-10.00
4,1,382.00,447.53,431.71,549.84,0.5871,1.8,0.69,0.54,-7.32,1.03,22.67,1.58,-10.00
4,1,430.55,449.35,480.97,552.43,0.5322,1.8,0.73,0.59,-6.52,1.09,22.93,-2.95,-10.00
4,1,1420.03,466.89,1464.19,551.96,0.4433,1.8,0.61,0.62,13.11,1.26,26.53,-1.60,-10.00
4,1,-1.00,-1.00,-1.00,-1.00,0.4211,1.4,0.62,0.65,-6.30,1.16,3.08,-0.07,-10.00
4,1,433.96,452.88,478.69,549.70,0.3981,1.8,0.75,0.60,-6.88,1.10,24.21,1.21,-10.00
4,1,244.46,441.53,305.30,569.81,0.3833,1.8,0.66,0.58,-7.59,1.08,17.77,-0.07,-10.00
4,1,-1.00,-1.00,-1.00,-1.00,0.3803,1.2,0.63,0.68,-13.95,0.67,-8.58,-0.18,-10.00
4,1,-1.00,-1.00,-1.00,-1.00,0.3671,1.2,0.72,0.69,-13.49,0.78,-10.62,3.06,-10.00
4,1,1397.04,467.01,1436.50,547.50,0.3469,1.7,0.57,0.62,13.20,1.22,27.85,-1.56,-10.00
